what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308240742654
activated,editor,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.core.jspsource.source",1308240744647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308240745365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308240928874
activated,editor,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.core.jspsource.source",1308240938079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308240940790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308240954510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308240958408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308241027296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308241111569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241130511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241130978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241131320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241132802
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241133276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241148468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241263295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241266044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241271498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241274940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241275316
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308241275681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241289618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308241296257
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308241312174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308241313058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241331169
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241331848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241332011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241332166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241332322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241332501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308241333147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308241354784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308241355807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308241359757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241360315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241372099
activated,editor,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.core.jspsource.source",1308241374170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308241384472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241384857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241397735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241412999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241790676
activated,editor,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.core.jspsource.source",1308241797994
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308241803822
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308241821258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241824989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241838567
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308241853735
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308241853835
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308241853861
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308241855026
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308241896366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241932965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241940923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241949134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308241975801
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308241975835
