what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308694787101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694788940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694792477
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1308694837391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694853841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694854958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694857410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694869066
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1308694872123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694876808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694878635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308694879879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694883709
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694892538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694897288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694950332
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308694953396
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1308694962844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308694964730
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308694965865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308694968395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308694969104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694971649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694975290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694977334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694983567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308694999210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308694999830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695004238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695005988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695006451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695009302
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308695012541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308695014451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695016672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695029677
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308695029710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308695034310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695034975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695271549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695314941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695316068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695322019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695329024
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695364688
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308695366663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308695371076
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308695374884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308695377280
activated,editor,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.core.jspsource.source",1308695380216
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308695381851
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308695390666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308695391734
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308695393814
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308695397493
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308695401644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308695404836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695406869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695417213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695423261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695426517
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1308695433152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695514893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695551183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695560054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695581505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695582814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695583756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695588149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695608996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695769849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695790753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695792199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695792870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695817609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308695819632
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308695846226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308695847141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308695848724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695852339
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695859833
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308695860839
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695872046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695873452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695882744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308695909121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308695910387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308695910803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695911375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695916756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695930349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695951563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308695953429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696006897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696014744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696015636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696020092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696021433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696029600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696030965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696061103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696065940
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308696084799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696095363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696097905
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696159483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696279718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696309032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696315193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308696320622
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1308696324064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696327209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696328567
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1308696330367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308696330910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308696340851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308697087251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308697101559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308697106519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308697108569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308697113595
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308697121721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308697122736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308697166232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308697186670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697191178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697192073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697192691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697193105
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697193460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308697193819
